Class Name,Created By,Created Date,Last Modified By,Last Modified Date,Type,Purpose,How It's Used
LkgMapperAutomate,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,"Silo-specific mapper that maps UI payload attributes (Hardware Id, Modification, Tier, Release, Actions T/M/N/P, Bots, Studios, WebSMCs) into an AutomateKeyData object, computing a points string via a pluggable ILkgAutomatePointsBuilder.","Instantiated by LkgRequestController when the product silo is 'automate', via mapPayloadToKeyData(); delegates points calculation to LkgAutomatePointsBuilderFactory."
LkgMapperAutomateTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,"Unit test verifying LkgMapperAutomate maps HardwareId, Modification, and computes the correct points string from action/tier/release attributes.",Unit test for LkgMapperAutomate.
LkgMapperBase,Andrew Loveless,2026-01-30,Keith Irwin,2026-06-15,impl,"Base mapper class defining the UiPayload/ProductData DTOs and shared field-mapping logic (account/contacts, dates, key type resolution via LKG_Key_Type__mdt) for translating a UI license-key-request payload into a KeyData object.","Extended by silo-specific mapper subclasses (LkgMapperAccessAuth, LkgMapperAutomate, LkgMapperClearswift, etc.); mapPayloadToKeyData() is called by LkgRequestController to process JSON payloads from the LWC UI."
LkgMapperBaseTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,"Unit test for LkgMapperBase covering base-field mapping (account, contacts, dates, key type, notes defaulting) and the safeParseInt() helper.",Unit test for LkgMapperBase.
LkgMapperClearswift,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Silo-specific mapper that maps UI payload attributes (Hardware Id, Company Name, Instances, User Count) into a ClearswiftKeyData request object for license key generation.","Instantiated by LkgRequestController when the product silo is 'clearswift', via mapPayloadToKeyData()."
LkgMapperClearswiftTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test verifying LkgMapperClearswift correctly maps HardwareId, AccountName, Instances, and NumberOfUsers from a UI payload into ClearswiftKeyData.",Unit test for LkgMapperClearswift.
LkgMapperDocM,Keith Irwin,2026-04-03,Keith Irwin,2026-04-03,impl,"Maps a UI license-key payload's DocM-silo attributes (Hardware Id, Release, Modification, Number of Users, Tier) into a DocMKeyData object for license key generation.",Instantiated by LkgMapperFactory.getUiMapper() when productData.silo == 'docm'; its mapPayloadToKeyData() (inherited from LkgMapperBase) is invoked by the license-key-generation UI/controller flow.
LkgMapperDocMTest,Keith Irwin,2026-04-03,Keith Irwin,2026-04-03,test,"Unit test verifying LkgMapperDocM correctly maps HardwareId, Release, Modification, NumberOfUsers, and Tier from a UI payload into DocMKeyData.",Run automatically by Salesforce test execution (no direct callers) to validate LkgMapperDocM.
LkgMapperFactory,Keith Irwin,2026-03-11,Keith Irwin,2026-06-15,impl,Routing factory that inspects a license-key-request payload's 'source' and product silo/subSilo and returns the appropriate ILkgMapper implementation (UI-based or hardware/Asset-based).,Instantiated directly (e.g. new LkgMapperFactory().getMapper(payload)) by the license-key-generation controller/service layer to obtain the correct silo-specific mapper before building a key-generation request.
LkgMapperFactoryMock,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"StubProvider that fakes LkgMapperFactory.getMapper() to always return a stubbed LkgMapperClearswift instance and tracks call count, for isolating tests of factory consumers.","Used with Test.createStub(LkgMapperFactory.class, new LkgMapperFactoryMock()) inside @isTest methods that need to bypass real mapper routing logic."
LkgMapperFactoryTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test suite verifying LkgMapperFactory.getMapper() routes every supported silo/subSilo (Powertech family, Clearswift, AccessAuth, LegacyIbm, DocM, Halcyon IBM, Fortra, etc.) to its correct ILkgMapper subclass, and returns null for unknown/unsupported silos.",Run automatically by Salesforce test execution (no direct callers) to validate LkgMapperFactory routing.
LkgMapperFortra,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,"Maps a UI license-key payload's Fortra-silo attributes (ProductCode, Hardware Id, Number of IPs) into a FortraKeyData object, computing a composite 'tiers' string (IP band + fixed WebApps/Containers/Capabilities/RNA/license-format defaults) used to generate Fortra product license keys.",Instantiated by LkgMapperFactory.getUiMapper() when productData.silo == 'fortra'; its mapPayloadToKeyData() is invoked by the license-key-generation UI/controller flow.
LkgMapperFortraTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,Unit test verifying LkgMapperFortra builds the correct KeyData and tiers string from Number_of_Ips (including the default-to-0 case when the attribute is missing).,Run automatically by Salesforce test execution (no direct callers) to validate LkgMapperFortra.
LkgMapperHalcyonIbm,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,"Maps a UI license-key payload's Halcyon/IBM-silo attributes (feature code, model number, cores, performance group, LPAR serial/system name, individual monitors/products) into a HalcyonIbmKeyData object.",Instantiated by LkgMapperFactory.getUiMapper() when productData.silo == 'halcyon' and subSilo == 'ibm'; its mapPayloadToKeyData() is invoked by the license-key-generation UI/controller flow.
LkgMapperHalcyonIbmTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,"Unit test verifying LkgMapperHalcyonIbm correctly maps system name, model/serial number, feature code, cores, and performance group from a UI payload into HalcyonIbmKeyData.",Run automatically by Salesforce test execution (no direct callers) to validate LkgMapperHalcyonIbm.
LkgMapperHardwareBase,Keith Irwin,2026-06-15,Keith Irwin,2026-06-15,impl,"Base ILkgMapper implementation for hardware/Asset-driven license key requests: validates the payload, queries the Asset (and linked Hardware__c) record, enriches it via LkgHardwareAssetEnrichmentService, builds the silo-appropriate KeyData via LkgHardwareKeyDataFactory/LkgHardwareKeyService, and maps common base fields (account, contacts, dates, product/hardware identifiers).","Instantiated by LkgMapperFactory.getHardwareMapper() when the incoming payload's source == 'hardware'; mapPayloadToKeyData() is called from the license-key-generation flow for Asset-based key generation, raising HardwareMapperException/AuraHandledException on validation or enrichment failure (caught by an LWC/Aura caller)."
LkgMapperHardwareBaseTest,Keith Irwin,2026-06-15,Keith Irwin,2026-06-15,test,"Unit/integration test suite covering LkgMapperHardwareBase's validation guards (bad source, null/missing/mismatched Asset), enrichment-failure AuraHandledException path, and in-memory mapBaseFields field mapping including null-handling defaults.","Run automatically by Salesforce test execution (no direct callers) to validate LkgMapperHardwareBase, using a TestableHardwareMapper subclass to expose the protected mapBaseFields method."
LkgMapperIntermapper,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,"Maps a UI license-key payload's Intermapper-silo attributes (Hardware Id, Modification) and product-level attributes (Devices, Flows, Remotes) into an IntermapperKeyData object.",Instantiated by LkgMapperFactory.getUiMapper() when productData.silo == 'intermapper'; its mapPayloadToKeyData() is invoked by the license-key-generation UI/controller flow.
LkgMapperIntermapperTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,"Unit test verifying LkgMapperIntermapper correctly maps HardwareId, Modification, ServerDevices, ServerFlows, and Remotes from a UI payload into IntermapperKeyData.",Run automatically by Salesforce test execution (no direct callers) to validate LkgMapperIntermapper.
LkgMapperLegacyIbm,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"Maps a UI license-key payload's Legacy IBM-silo attributes (serial number as HardwareId, processor group, usage limit, model number, feature code, support-key flag, Release/Modification) into a LegacyIbmKeyData object.",Instantiated by LkgMapperFactory.getUiMapper() when productData.silo == 'legacyibm'; its mapPayloadToKeyData() is invoked by the license-key-generation UI/controller flow.
LkgMapperLegacyIbmTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,test,"Unit test verifying LkgMapperLegacyIbm maps processor group, usage limit, model number, feature code, support flag, and product-code-driven Release/Modification (AS/MS/S1 variants) from a UI payload into LegacyIbmKeyData.",Run automatically by Salesforce test execution (no direct callers) to validate LkgMapperLegacyIbm.
LkgMapperMock,Keith Irwin,2026-03-11,Ben Kozlowski,2026-05-22,impl,"StubProvider that fakes an ILkgMapper's mapPayloadToKeyData() call, inspecting the payload's silo to return a canned SgavxKeyData or ClearswiftKeyData and tracking call count.","Used with Test.createStub(<MapperClass>.class, new LkgMapperMock()) inside @isTest methods (e.g. via LkgMapperFactoryMock) to isolate tests of code that calls a mapper's mapPayloadToKeyData without exercising real mapping logic."
LkgMapperPowertech,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Maps a UI license-key-generation payload's attributes (LPAR, feature code, processor, serial number, version range, etc.) into a LkgRequestBuilderPowertech.PowertechKeyData instance for the Powertech IBM i product silo.",Instantiated by LkgMapperFactory (based on product silo) and invoked via inherited LkgMapperBase.mapPayloadToKeyData() to build license-key request key data for Powertech products.
LkgMapperPowertechTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,test,"Unit test for LkgMapperPowertech verifying that mapPayloadToKeyData correctly maps each Powertech-specific attribute (LPAR numbers, feature code, model, processors, users, version range, etc.) from a serialized UI payload.",Executed by the Apex test runner (@isTest) as part of CI/deployment validation for LkgMapperPowertech.
LkgMapperPtMulti,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,impl,"Maps a UI license-key-generation payload's silo attributes (modification, points/level) into a LkgRequestBuilderPtMulti.PtMultiKeyData instance for the PT Multi product silo.",Instantiated by LkgMapperFactory and invoked via inherited LkgMapperBase.mapPayloadToKeyData() to build license-key request key data for PT Multi products.
LkgMapperPtMultiTest,Ben Kozlowski,2026-05-22,Ben Kozlowski,2026-05-22,test,Unit test for LkgMapperPtMulti verifying that mapPayloadToKeyData correctly sets modification and points fields from a serialized UI payload.,Executed by the Apex test runner (@isTest) as part of CI/deployment validation for LkgMapperPtMulti.
LkgMapperRobot,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,impl,"Maps a UI license-key-generation payload's attributes (modification, serial number, model, feature code, LPAR range, processors, users, OS type fallback for Robot Monitor, version range) into a LkgRequestBuilderRobot.RobotKeyData instance for the Robot product silo.",Instantiated by LkgMapperFactory and invoked via inherited LkgMapperBase.mapPayloadToKeyData() to build license-key request key data for Robot products.
LkgMapperRobotTest,Keith Irwin,2026-03-11,Ben Kozlowski,2026-06-02,test,"Unit test for LkgMapperRobot verifying that mapPayloadToKeyData correctly maps each Robot-specific attribute (release, modification, LPAR, feature code, model, processors, users, serial number, version range) from a serialized UI payload.",Executed by the Apex test runner (@isTest) as part of CI/deployment validation for LkgMapperRobot.
LkgMapperRSF,Keith Irwin,2026-03-11,Keith Irwin,2026-04-03,impl,"Maps a UI license-key-generation payload's silo attributes (serial number, release, modification) into a LkgRequestBuilderRSF.RSFKeyData instance for the RSF product silo.",Instantiated by LkgMapperFactory and invoked via inherited LkgMapperBase.mapPayloadToKeyData() to build license-key request key data for RSF products.
